instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_str,temp_scaled,atemp_scaled,hum_scaled,windspeed_scaled
13427,2012-07-18,3,1,7,15,0,3,1,Rainy,0.92,0.8485,0.35,0.3582,42,152,194,Fall,2.2439024390243905,1.6969999999999998,0.35,0.5346268656716419
13428,2012-07-18,3,1,7,16,0,3,1,Sunny,0.74,0.697,0.66,0.2537,34,190,224,Fall,1.8048780487804876,1.394,0.66,0.37865671641791043
13429,2012-07-18,3,1,7,17,0,3,1,Sunny,0.74,0.697,0.7,0.2537,35,335,370,Fall,1.8048780487804876,1.394,0.7,0.37865671641791043
13430,2012-07-18,3,1,7,18,0,3,1,Cloudy,0.76,0.7121,0.62,0.1343,63,580,643,Fall,1.8536585365853657,1.4242,0.62,0.20044776119402985
13431,2012-07-18,3,1,7,19,0,3,1,Cloudy,0.76,0.7121,0.62,0.1045,78,438,516,Fall,1.8536585365853657,1.4242,0.62,0.15597014925373134
13432,2012-07-18,3,1,7,20,0,3,1,Sunny,0.74,0.6818,0.62,0.0896,56,310,366,Fall,1.8048780487804876,1.3636,0.62,0.1337313432835821
13433,2012-07-18,3,1,7,21,0,3,1,Sunny,0.76,0.7121,0.62,0.0,53,266,319,Fall,1.8536585365853657,1.4242,0.62,0.0
13434,2012-07-18,3,1,7,22,0,3,1,Sunny,0.76,0.7121,0.58,0.0896,42,246,288,Fall,1.8536585365853657,1.4242,0.58,0.1337313432835821
13435,2012-07-18,3,1,7,23,0,3,1,Sunny,0.76,0.7121,0.58,0.0896,19,112,131,Fall,1.8536585365853657,1.4242,0.58,0.1337313432835821
13436,2012-07-19,3,1,7,0,0,4,1,Sunny,0.74,0.697,0.66,0.0896,16,50,66,Fall,1.8048780487804876,1.394,0.66,0.1337313432835821
13437,2012-07-19,3,1,7,1,0,4,1,Sunny,0.74,0.697,0.66,0.0896,6,19,25,Fall,1.8048780487804876,1.394,0.66,0.1337313432835821
13438,2012-07-19,3,1,7,2,0,4,1,Sunny,0.72,0.6818,0.7,0.194,0,7,7,Fall,1.7560975609756095,1.3636,0.7,0.2895522388059702
13439,2012-07-19,3,1,7,3,0,4,1,Sunny,0.72,0.6818,0.7,0.1045,1,4,5,Fall,1.7560975609756095,1.3636,0.7,0.15597014925373134
13440,2012-07-19,3,1,7,4,0,4,1,Sunny,0.72,0.6818,0.7,0.1045,0,8,8,Fall,1.7560975609756095,1.3636,0.7,0.15597014925373134
13441,2012-07-19,3,1,7,5,0,4,1,Cloudy,0.72,0.6818,0.7,0.1045,5,35,40,Fall,1.7560975609756095,1.3636,0.7,0.15597014925373134
13442,2012-07-19,3,1,7,6,0,4,1,Sunny,0.72,0.6818,0.66,0.1343,8,144,152,Fall,1.7560975609756095,1.3636,0.66,0.20044776119402985
13443,2012-07-19,3,1,7,7,0,4,1,Sunny,0.74,0.6818,0.58,0.2836,23,450,473,Fall,1.8048780487804876,1.3636,0.58,0.42328358208955225
13444,2012-07-19,3,1,7,8,0,4,1,Sunny,0.76,0.7121,0.58,0.2537,32,625,657,Fall,1.8536585365853657,1.4242,0.58,0.37865671641791043
13445,2012-07-19,3,1,7,9,0,4,1,Cloudy,0.76,0.7121,0.58,0.2836,36,282,318,Fall,1.8536585365853657,1.4242,0.58,0.42328358208955225
13446,2012-07-19,3,1,7,10,0,4,1,Sunny,0.76,0.7121,0.58,0.194,41,157,198,Fall,1.8536585365853657,1.4242,0.58,0.2895522388059702
13447,2012-07-19,3,1,7,11,0,4,1,Sunny,0.8,0.7576,0.55,0.1045,54,162,216,Fall,1.951219512195122,1.5152,0.55,0.15597014925373134
13448,2012-07-19,3,1,7,12,0,4,1,Sunny,0.84,0.7879,0.49,0.2836,59,215,274,Fall,2.048780487804878,1.5758,0.49,0.42328358208955225
13449,2012-07-19,3,1,7,13,0,4,1,Sunny,0.84,0.7727,0.47,0.1343,74,180,254,Fall,2.048780487804878,1.5454,0.4699999999999999,0.20044776119402985
13450,2012-07-19,3,1,7,14,0,4,1,Sunny,0.86,0.7879,0.44,0.0896,46,151,197,Fall,2.097560975609756,1.5758,0.44,0.1337313432835821
13451,2012-07-19,3,1,7,15,0,4,1,Sunny,0.84,0.7727,0.47,0.0896,66,226,292,Fall,2.048780487804878,1.5454,0.4699999999999999,0.1337313432835821
13452,2012-07-19,3,1,7,16,0,4,1,Sunny,0.84,0.7727,0.47,0.0896,70,288,358,Fall,2.048780487804878,1.5454,0.4699999999999999,0.1337313432835821
13453,2012-07-19,3,1,7,17,0,4,1,Sunny,0.86,0.7879,0.41,0.0,93,678,771,Fall,2.097560975609756,1.5758,0.4099999999999999,0.0
13454,2012-07-19,3,1,7,18,0,4,1,Sunny,0.86,0.7879,0.41,0.194,93,684,777,Fall,2.097560975609756,1.5758,0.4099999999999999,0.2895522388059702
13455,2012-07-19,3,1,7,19,0,4,1,Sunny,0.84,0.7576,0.44,0.2537,53,480,533,Fall,2.048780487804878,1.5152,0.44,0.37865671641791043
13456,2012-07-19,3,1,7,20,0,4,1,Sunny,0.82,0.7727,0.49,0.1642,65,440,505,Fall,2.0,1.5454,0.49,0.24507462686567164
13457,2012-07-19,3,1,7,21,0,4,1,Rainy,0.66,0.5909,0.89,0.2537,38,294,332,Fall,1.6097560975609757,1.1818,0.89,0.37865671641791043
13458,2012-07-19,3,1,7,22,0,4,1,Rainy,0.66,0.5909,0.89,0.2537,6,62,68,Fall,1.6097560975609757,1.1818,0.89,0.37865671641791043
13459,2012-07-19,3,1,7,23,0,4,1,Rainy,0.66,0.5909,0.89,0.2239,3,62,65,Fall,1.6097560975609757,1.1818,0.89,0.3341791044776119
13460,2012-07-20,3,1,7,0,0,5,1,Rainy,0.66,0.5909,0.89,0.0896,2,32,34,Fall,1.6097560975609757,1.1818,0.89,0.1337313432835821
13461,2012-07-20,3,1,7,1,0,5,1,Sunny,0.66,0.5909,0.89,0.1343,2,9,11,Fall,1.6097560975609757,1.1818,0.89,0.20044776119402985
13462,2012-07-20,3,1,7,2,0,5,1,Cloudy,0.66,0.5909,0.89,0.0896,5,14,19,Fall,1.6097560975609757,1.1818,0.89,0.1337313432835821
13463,2012-07-20,3,1,7,3,0,5,1,Cloudy,0.66,0.5909,0.89,0.1045,7,29,36,Fall,1.6097560975609757,1.1818,0.89,0.15597014925373134
13464,2012-07-20,3,1,7,4,0,5,1,Cloudy,0.66,0.5909,0.89,0.1642,3,6,9,Fall,1.6097560975609757,1.1818,0.89,0.24507462686567164
13465,2012-07-20,3,1,7,5,0,5,1,Cloudy,0.66,0.5909,0.89,0.1343,2,40,42,Fall,1.6097560975609757,1.1818,0.89,0.20044776119402985
13466,2012-07-20,3,1,7,6,0,5,1,Cloudy,0.66,0.5909,0.89,0.1642,3,123,126,Fall,1.6097560975609757,1.1818,0.89,0.24507462686567164
13467,2012-07-20,3,1,7,7,0,5,1,Cloudy,0.66,0.5909,0.89,0.194,14,346,360,Fall,1.6097560975609757,1.1818,0.89,0.2895522388059702
13468,2012-07-20,3,1,7,8,0,5,1,Cloudy,0.68,0.6364,0.83,0.1642,39,652,691,Fall,1.6585365853658538,1.2728,0.83,0.24507462686567164
13469,2012-07-20,3,1,7,9,0,5,1,Cloudy,0.7,0.6667,0.79,0.1343,45,328,373,Fall,1.7073170731707314,1.3334,0.79,0.20044776119402985
13470,2012-07-20,3,1,7,10,0,5,1,Cloudy,0.7,0.6667,0.79,0.1642,51,182,233,Fall,1.7073170731707314,1.3334,0.79,0.24507462686567164
13471,2012-07-20,3,1,7,11,0,5,1,Rainy,0.72,0.697,0.74,0.194,51,161,212,Fall,1.7560975609756095,1.394,0.74,0.2895522388059702
13472,2012-07-20,3,1,7,12,0,5,1,Rainy,0.68,0.6364,0.83,0.1642,41,233,274,Fall,1.6585365853658538,1.2728,0.83,0.24507462686567164
13473,2012-07-20,3,1,7,13,0,5,1,Rainy,0.68,0.6364,0.83,0.1045,20,136,156,Fall,1.6585365853658538,1.2728,0.83,0.15597014925373134
13474,2012-07-20,3,1,7,14,0,5,1,Rainy,0.7,0.6667,0.84,0.1642,53,176,229,Fall,1.7073170731707314,1.3334,0.84,0.24507462686567164
13475,2012-07-20,3,1,7,15,0,5,1,Cloudy,0.7,0.6667,0.84,0.2985,47,169,216,Fall,1.7073170731707314,1.3334,0.84,0.4455223880597015
13476,2012-07-20,3,1,7,16,0,5,1,Cloudy,0.68,0.6364,0.83,0.3284,70,366,436,Fall,1.6585365853658538,1.2728,0.83,0.49014925373134327
13477,2012-07-20,3,1,7,17,0,5,1,Cloudy,0.66,0.5909,0.89,0.4179,95,620,715,Fall,1.6097560975609757,1.1818,0.89,0.623731343283582
13478,2012-07-20,3,1,7,18,0,5,1,Cloudy,0.66,0.6061,0.78,0.3284,73,549,622,Fall,1.6097560975609757,1.2122,0.78,0.49014925373134327
13479,2012-07-20,3,1,7,19,0,5,1,Cloudy,0.64,0.5758,0.83,0.2836,44,358,402,Fall,1.5609756097560976,1.1516,0.83,0.42328358208955225
13480,2012-07-20,3,1,7,20,0,5,1,Rainy,0.64,0.5758,0.83,0.3881,35,216,251,Fall,1.5609756097560976,1.1516,0.83,0.5792537313432835
13481,2012-07-20,3,1,7,21,0,5,1,Rainy,0.62,0.5758,0.83,0.3284,14,108,122,Fall,1.5121951219512195,1.1516,0.83,0.49014925373134327
13482,2012-07-20,3,1,7,22,0,5,1,Cloudy,0.62,0.5758,0.83,0.194,13,122,135,Fall,1.5121951219512195,1.1516,0.83,0.2895522388059702
13483,2012-07-20,3,1,7,23,0,5,1,Cloudy,0.62,0.5758,0.83,0.2836,18,148,166,Fall,1.5121951219512195,1.1516,0.83,0.42328358208955225
13484,2012-07-21,3,1,7,0,0,6,0,Rainy,0.62,0.5758,0.83,0.2836,11,92,103,Fall,1.5121951219512195,1.1516,0.83,0.42328358208955225
13485,2012-07-21,3,1,7,1,0,6,0,Cloudy,0.62,0.5758,0.83,0.2537,10,62,72,Fall,1.5121951219512195,1.1516,0.83,0.37865671641791043
13486,2012-07-21,3,1,7,2,0,6,0,Rainy,0.6,0.5455,0.88,0.2836,5,55,60,Fall,1.4634146341463414,1.091,0.88,0.42328358208955225
13487,2012-07-21,3,1,7,3,0,6,0,Rainy,0.6,0.5455,0.88,0.2537,7,18,25,Fall,1.4634146341463414,1.091,0.88,0.37865671641791043
13488,2012-07-21,3,1,7,4,0,6,0,Rainy,0.58,0.5455,0.88,0.2836,11,5,16,Fall,1.4146341463414633,1.091,0.88,0.42328358208955225
13489,2012-07-21,3,1,7,5,0,6,0,Rainy,0.58,0.5455,0.88,0.2537,7,10,17,Fall,1.4146341463414633,1.091,0.88,0.37865671641791043
13490,2012-07-21,3,1,7,6,0,6,0,Rainy,0.58,0.5455,0.88,0.2537,3,12,15,Fall,1.4146341463414633,1.091,0.88,0.37865671641791043
13491,2012-07-21,3,1,7,7,0,6,0,Cloudy,0.58,0.5455,0.88,0.2537,8,29,37,Fall,1.4146341463414633,1.091,0.88,0.37865671641791043
13492,2012-07-21,3,1,7,8,0,6,0,Cloudy,0.58,0.5455,0.83,0.2537,18,94,112,Fall,1.4146341463414633,1.091,0.83,0.37865671641791043
13493,2012-07-21,3,1,7,9,0,6,0,Cloudy,0.58,0.5455,0.83,0.194,32,175,207,Fall,1.4146341463414633,1.091,0.83,0.2895522388059702
13494,2012-07-21,3,1,7,10,0,6,0,Rainy,0.58,0.5455,0.88,0.2537,49,219,268,Fall,1.4146341463414633,1.091,0.88,0.37865671641791043
13495,2012-07-21,3,1,7,11,0,6,0,Cloudy,0.6,0.5606,0.83,0.2537,80,225,305,Fall,1.4634146341463414,1.1212,0.83,0.37865671641791043
13496,2012-07-21,3,1,7,12,0,6,0,Rainy,0.6,0.5606,0.83,0.2239,156,301,457,Fall,1.4634146341463414,1.1212,0.83,0.3341791044776119
13497,2012-07-21,3,1,7,13,0,6,0,Rainy,0.6,0.5606,0.83,0.1642,106,248,354,Fall,1.4634146341463414,1.1212,0.83,0.24507462686567164
13498,2012-07-21,3,1,7,14,0,6,0,Cloudy,0.6,0.5455,0.88,0.2537,121,222,343,Fall,1.4634146341463414,1.091,0.88,0.37865671641791043
13499,2012-07-21,3,1,7,15,0,6,0,Rainy,0.6,0.5455,0.88,0.2537,148,232,380,Fall,1.4634146341463414,1.091,0.88,0.37865671641791043
13500,2012-07-21,3,1,7,16,0,6,0,Rainy,0.6,0.5455,0.88,0.194,130,196,326,Fall,1.4634146341463414,1.091,0.88,0.2895522388059702
13501,2012-07-21,3,1,7,17,0,6,0,Rainy,0.6,0.5455,0.88,0.1642,92,149,241,Fall,1.4634146341463414,1.091,0.88,0.24507462686567164
13502,2012-07-21,3,1,7,18,0,6,0,Cloudy,0.6,0.5455,0.88,0.194,51,126,177,Fall,1.4634146341463414,1.091,0.88,0.2895522388059702
13503,2012-07-21,3,1,7,19,0,6,0,Cloudy,0.6,0.5455,0.88,0.1642,67,171,238,Fall,1.4634146341463414,1.091,0.88,0.24507462686567164
13504,2012-07-21,3,1,7,20,0,6,0,Rainy,0.6,0.5455,0.88,0.1642,51,163,214,Fall,1.4634146341463414,1.091,0.88,0.24507462686567164
13505,2012-07-21,3,1,7,21,0,6,0,Cloudy,0.6,0.5455,0.88,0.1642,29,134,163,Fall,1.4634146341463414,1.091,0.88,0.24507462686567164
13506,2012-07-21,3,1,7,22,0,6,0,Cloudy,0.6,0.5455,0.88,0.1045,40,140,180,Fall,1.4634146341463414,1.091,0.88,0.15597014925373134
13507,2012-07-21,3,1,7,23,0,6,0,Cloudy,0.6,0.5455,0.88,0.0,32,117,149,Fall,1.4634146341463414,1.091,0.88,0.0
13508,2012-07-22,3,1,7,0,0,0,0,Cloudy,0.6,0.5455,0.88,0.1045,17,96,113,Fall,1.4634146341463414,1.091,0.88,0.15597014925373134
13509,2012-07-22,3,1,7,1,0,0,0,Cloudy,0.6,0.5455,0.88,0.1642,31,99,130,Fall,1.4634146341463414,1.091,0.88,0.24507462686567164
13510,2012-07-22,3,1,7,2,0,0,0,Cloudy,0.6,0.5455,0.88,0.1045,32,90,122,Fall,1.4634146341463414,1.091,0.88,0.15597014925373134
13511,2012-07-22,3,1,7,3,0,0,0,Cloudy,0.6,0.5455,0.88,0.1045,13,30,43,Fall,1.4634146341463414,1.091,0.88,0.15597014925373134
13512,2012-07-22,3,1,7,4,0,0,0,Sunny,0.6,0.5455,0.88,0.0,6,10,16,Fall,1.4634146341463414,1.091,0.88,0.0
13513,2012-07-22,3,1,7,5,0,0,0,Sunny,0.6,0.5455,0.88,0.0,0,6,6,Fall,1.4634146341463414,1.091,0.88,0.0
13514,2012-07-22,3,1,7,6,0,0,0,Cloudy,0.62,0.5758,0.83,0.0896,5,14,19,Fall,1.5121951219512195,1.1516,0.83,0.1337313432835821
13515,2012-07-22,3,1,7,7,0,0,0,Cloudy,0.62,0.5758,0.83,0.0,13,25,38,Fall,1.5121951219512195,1.1516,0.83,0.0
13516,2012-07-22,3,1,7,8,0,0,0,Cloudy,0.64,0.5909,0.78,0.0,31,122,153,Fall,1.5609756097560976,1.1818,0.78,0.0
13517,2012-07-22,3,1,7,9,0,0,0,Cloudy,0.66,0.6212,0.69,0.0,79,179,258,Fall,1.6097560975609757,1.2424,0.69,0.0
13518,2012-07-22,3,1,7,10,0,0,0,Cloudy,0.66,0.6212,0.74,0.0,114,265,379,Fall,1.6097560975609757,1.2424,0.74,0.0
13519,2012-07-22,3,1,7,11,0,0,0,Cloudy,0.66,0.6212,0.74,0.0,191,314,505,Fall,1.6097560975609757,1.2424,0.74,0.0
13520,2012-07-22,3,1,7,12,0,0,0,Cloudy,0.7,0.6515,0.7,0.1045,178,326,504,Fall,1.7073170731707314,1.303,0.7,0.15597014925373134
13521,2012-07-22,3,1,7,13,0,0,0,Cloudy,0.7,0.6515,0.65,0.0896,238,388,626,Fall,1.7073170731707314,1.303,0.65,0.1337313432835821
13522,2012-07-22,3,1,7,14,0,0,0,Sunny,0.72,0.6818,0.66,0.1045,256,360,616,Fall,1.7560975609756095,1.3636,0.66,0.15597014925373134
13523,2012-07-22,3,1,7,15,0,0,0,Sunny,0.72,0.6818,0.66,0.1045,254,370,624,Fall,1.7560975609756095,1.3636,0.66,0.15597014925373134
13524,2012-07-22,3,1,7,16,0,0,0,Sunny,0.74,0.697,0.66,0.1045,245,383,628,Fall,1.8048780487804876,1.394,0.66,0.15597014925373134
13525,2012-07-22,3,1,7,17,0,0,0,Sunny,0.74,0.697,0.66,0.2239,188,368,556,Fall,1.8048780487804876,1.394,0.66,0.3341791044776119
13526,2012-07-22,3,1,7,18,0,0,0,Sunny,0.74,0.697,0.66,0.1642,173,342,515,Fall,1.8048780487804876,1.394,0.66,0.24507462686567164
13527,2012-07-22,3,1,7,19,0,0,0,Sunny,0.72,0.6818,0.7,0.1642,180,342,522,Fall,1.7560975609756095,1.3636,0.7,0.24507462686567164
13528,2012-07-22,3,1,7,20,0,0,0,Sunny,0.7,0.6667,0.74,0.1642,124,254,378,Fall,1.7073170731707314,1.3334,0.74,0.24507462686567164
13529,2012-07-22,3,1,7,21,0,0,0,Sunny,0.7,0.6667,0.79,0.1045,88,257,345,Fall,1.7073170731707314,1.3334,0.79,0.15597014925373134
13530,2012-07-22,3,1,7,22,0,0,0,Sunny,0.7,0.6667,0.74,0.194,55,136,191,Fall,1.7073170731707314,1.3334,0.74,0.2895522388059702
13531,2012-07-22,3,1,7,23,0,0,0,Sunny,0.68,0.6364,0.79,0.1642,33,90,123,Fall,1.6585365853658538,1.2728,0.79,0.24507462686567164
13532,2012-07-23,3,1,7,0,0,1,1,Sunny,0.66,0.5909,0.89,0.0896,11,36,47,Fall,1.6097560975609757,1.1818,0.89,0.1337313432835821
13533,2012-07-23,3,1,7,1,0,1,1,Sunny,0.66,0.5909,0.89,0.194,7,20,27,Fall,1.6097560975609757,1.1818,0.89,0.2895522388059702
13534,2012-07-23,3,1,7,2,0,1,1,Cloudy,0.66,0.5909,0.94,0.0896,3,14,17,Fall,1.6097560975609757,1.1818,0.9399999999999998,0.1337313432835821
13535,2012-07-23,3,1,7,3,0,1,1,Cloudy,0.66,0.5909,0.94,0.0896,0,2,2,Fall,1.6097560975609757,1.1818,0.9399999999999998,0.1337313432835821
13536,2012-07-23,3,1,7,4,0,1,1,Cloudy,0.66,0.5909,0.94,0.1343,0,8,8,Fall,1.6097560975609757,1.1818,0.9399999999999998,0.20044776119402985
13537,2012-07-23,3,1,7,5,0,1,1,Cloudy,0.66,0.5909,0.94,0.1343,3,48,51,Fall,1.6097560975609757,1.1818,0.9399999999999998,0.20044776119402985
13538,2012-07-23,3,1,7,6,0,1,1,Cloudy,0.68,0.6364,0.89,0.0896,9,148,157,Fall,1.6585365853658538,1.2728,0.89,0.1337313432835821
13539,2012-07-23,3,1,7,7,0,1,1,Sunny,0.7,0.6667,0.84,0.1343,17,404,421,Fall,1.7073170731707314,1.3334,0.84,0.20044776119402985
13540,2012-07-23,3,1,7,8,0,1,1,Sunny,0.72,0.697,0.79,0.1045,47,691,738,Fall,1.7560975609756095,1.394,0.79,0.15597014925373134
13541,2012-07-23,3,1,7,9,0,1,1,Cloudy,0.74,0.7121,0.74,0.1343,57,288,345,Fall,1.8048780487804876,1.4242,0.74,0.20044776119402985
13542,2012-07-23,3,1,7,10,0,1,1,Cloudy,0.78,0.7424,0.62,0.0,63,137,200,Fall,1.9024390243902438,1.4848,0.62,0.0
13543,2012-07-23,3,1,7,11,0,1,1,Cloudy,0.8,0.7424,0.52,0.1642,69,129,198,Fall,1.951219512195122,1.4848,0.52,0.24507462686567164
13544,2012-07-23,3,1,7,12,0,1,1,Cloudy,0.8,0.7424,0.52,0.1642,109,205,314,Fall,1.951219512195122,1.4848,0.52,0.24507462686567164
13545,2012-07-23,3,1,7,13,0,1,1,Cloudy,0.8,0.7424,0.52,0.1045,64,176,240,Fall,1.951219512195122,1.4848,0.52,0.15597014925373134
13546,2012-07-23,3,1,7,14,0,1,1,Cloudy,0.78,0.7424,0.59,0.1642,82,189,271,Fall,1.9024390243902438,1.4848,0.59,0.24507462686567164
13547,2012-07-23,3,1,7,15,0,1,1,Sunny,0.8,0.7576,0.55,0.194,76,205,281,Fall,1.951219512195122,1.5152,0.55,0.2895522388059702
13548,2012-07-23,3,1,7,16,0,1,1,Sunny,0.82,0.7727,0.52,0.1343,111,346,457,Fall,2.0,1.5454,0.52,0.20044776119402985
13549,2012-07-23,3,1,7,17,0,1,1,Sunny,0.82,0.7727,0.52,0.1343,87,760,847,Fall,2.0,1.5454,0.52,0.20044776119402985
13550,2012-07-23,3,1,7,18,0,1,1,Sunny,0.82,0.7576,0.46,0.1045,69,672,741,Fall,2.0,1.5152,0.45999999999999996,0.15597014925373134
13551,2012-07-23,3,1,7,19,0,1,1,Sunny,0.8,0.7424,0.52,0.2537,94,488,582,Fall,1.951219512195122,1.4848,0.52,0.37865671641791043
13552,2012-07-23,3,1,7,20,0,1,1,Sunny,0.76,0.7121,0.62,0.1642,56,347,403,Fall,1.8536585365853657,1.4242,0.62,0.24507462686567164
13553,2012-07-23,3,1,7,21,0,1,1,Sunny,0.76,0.7121,0.62,0.194,45,251,296,Fall,1.8536585365853657,1.4242,0.62,0.2895522388059702
13554,2012-07-23,3,1,7,22,0,1,1,Sunny,0.74,0.6818,0.62,0.194,40,169,209,Fall,1.8048780487804876,1.3636,0.62,0.2895522388059702
13555,2012-07-23,3,1,7,23,0,1,1,Sunny,0.72,0.6818,0.66,0.1642,16,98,114,Fall,1.7560975609756095,1.3636,0.66,0.24507462686567164
13556,2012-07-24,3,1,7,0,0,2,1,Sunny,0.7,0.6667,0.74,0.1343,12,52,64,Fall,1.7073170731707314,1.3334,0.74,0.20044776119402985
13557,2012-07-24,3,1,7,1,0,2,1,Sunny,0.68,0.6364,0.79,0.1642,7,10,17,Fall,1.6585365853658538,1.2728,0.79,0.24507462686567164
13558,2012-07-24,3,1,7,2,0,2,1,Sunny,0.66,0.6061,0.83,0.1642,6,10,16,Fall,1.6097560975609757,1.2122,0.83,0.24507462686567164
13559,2012-07-24,3,1,7,3,0,2,1,Sunny,0.66,0.6061,0.83,0.1642,1,5,6,Fall,1.6097560975609757,1.2122,0.83,0.24507462686567164
13560,2012-07-24,3,1,7,4,0,2,1,Sunny,0.66,0.6061,0.83,0.0896,0,6,6,Fall,1.6097560975609757,1.2122,0.83,0.1337313432835821
13561,2012-07-24,3,1,7,5,0,2,1,Sunny,0.66,0.6061,0.83,0.1045,5,45,50,Fall,1.6097560975609757,1.2122,0.83,0.15597014925373134
13562,2012-07-24,3,1,7,6,0,2,1,Sunny,0.66,0.6061,0.83,0.1343,17,173,190,Fall,1.6097560975609757,1.2122,0.83,0.20044776119402985
13563,2012-07-24,3,1,7,7,0,2,1,Sunny,0.7,0.6667,0.74,0.1642,24,492,516,Fall,1.7073170731707314,1.3334,0.74,0.24507462686567164
13564,2012-07-24,3,1,7,8,0,2,1,Sunny,0.74,0.697,0.7,0.194,49,694,743,Fall,1.8048780487804876,1.394,0.7,0.2895522388059702
13565,2012-07-24,3,1,7,9,0,2,1,Sunny,0.84,0.803,0.53,0.0,40,299,339,Fall,2.048780487804878,1.606,0.53,0.0
13566,2012-07-24,3,1,7,10,0,2,1,Sunny,0.82,0.7879,0.56,0.2985,62,156,218,Fall,2.0,1.5758,0.56,0.4455223880597015
13567,2012-07-24,3,1,7,11,0,2,1,Cloudy,0.84,0.803,0.53,0.3284,45,156,201,Fall,2.048780487804878,1.606,0.53,0.49014925373134327
13568,2012-07-24,3,1,7,12,0,2,1,Cloudy,0.82,0.7879,0.56,0.2239,60,169,229,Fall,2.0,1.5758,0.56,0.3341791044776119
13569,2012-07-24,3,1,7,13,0,2,1,Cloudy,0.84,0.803,0.53,0.2985,73,200,273,Fall,2.048780487804878,1.606,0.53,0.4455223880597015
13570,2012-07-24,3,1,7,14,0,2,1,Cloudy,0.84,0.803,0.53,0.2239,48,196,244,Fall,2.048780487804878,1.606,0.53,0.3341791044776119
13571,2012-07-24,3,1,7,15,0,2,1,Sunny,0.82,0.7727,0.49,0.2985,73,212,285,Fall,2.0,1.5454,0.49,0.4455223880597015
13572,2012-07-24,3,1,7,16,0,2,1,Sunny,0.8,0.7576,0.55,0.2985,86,369,455,Fall,1.951219512195122,1.5152,0.55,0.4455223880597015
13573,2012-07-24,3,1,7,17,0,2,1,Sunny,0.8,0.7424,0.52,0.3284,94,775,869,Fall,1.951219512195122,1.4848,0.52,0.49014925373134327
13574,2012-07-24,3,1,7,18,0,2,1,Sunny,0.76,0.7121,0.62,0.3284,110,767,877,Fall,1.8536585365853657,1.4242,0.62,0.49014925373134327
13575,2012-07-24,3,1,7,19,0,2,1,Sunny,0.76,0.7121,0.62,0.1642,109,523,632,Fall,1.8536585365853657,1.4242,0.62,0.24507462686567164
13576,2012-07-24,3,1,7,20,0,2,1,Sunny,0.74,0.697,0.66,0.1642,85,438,523,Fall,1.8048780487804876,1.394,0.66,0.24507462686567164
13577,2012-07-24,3,1,7,21,0,2,1,Sunny,0.74,0.697,0.66,0.2239,53,325,378,Fall,1.8048780487804876,1.394,0.66,0.3341791044776119
13578,2012-07-24,3,1,7,22,0,2,1,Sunny,0.74,0.697,0.66,0.2537,43,226,269,Fall,1.8048780487804876,1.394,0.66,0.37865671641791043
13579,2012-07-24,3,1,7,23,0,2,1,Sunny,0.74,0.6818,0.58,0.3284,38,154,192,Fall,1.8048780487804876,1.3636,0.58,0.49014925373134327
13580,2012-07-25,3,1,7,0,0,3,1,Sunny,0.72,0.6667,0.58,0.2985,9,57,66,Fall,1.7560975609756095,1.3334,0.58,0.4455223880597015
13581,2012-07-25,3,1,7,1,0,3,1,Sunny,0.7,0.6515,0.58,0.194,2,26,28,Fall,1.7073170731707314,1.303,0.58,0.2895522388059702
13582,2012-07-25,3,1,7,2,0,3,1,Sunny,0.68,0.6364,0.61,0.2239,1,11,12,Fall,1.6585365853658538,1.2728,0.61,0.3341791044776119
13583,2012-07-25,3,1,7,3,0,3,1,Sunny,0.66,0.6212,0.65,0.2239,1,11,12,Fall,1.6097560975609757,1.2424,0.65,0.3341791044776119
13584,2012-07-25,3,1,7,4,0,3,1,Sunny,0.64,0.6061,0.65,0.2239,0,4,4,Fall,1.5609756097560976,1.2122,0.65,0.3341791044776119
13585,2012-07-25,3,1,7,5,0,3,1,Sunny,0.64,0.6061,0.65,0.1642,5,54,59,Fall,1.5609756097560976,1.2122,0.65,0.24507462686567164
13586,2012-07-25,3,1,7,6,0,3,1,Sunny,0.64,0.6061,0.65,0.194,11,179,190,Fall,1.5609756097560976,1.2122,0.65,0.2895522388059702
13587,2012-07-25,3,1,7,7,0,3,1,Sunny,0.66,0.6212,0.5,0.3284,34,473,507,Fall,1.6097560975609757,1.2424,0.5,0.49014925373134327
13588,2012-07-25,3,1,7,8,0,3,1,Sunny,0.7,0.6364,0.42,0.2537,43,745,788,Fall,1.7073170731707314,1.2728,0.42,0.37865671641791043
13589,2012-07-25,3,1,7,9,0,3,1,Sunny,0.72,0.6515,0.37,0.2985,65,277,342,Fall,1.7560975609756095,1.303,0.37,0.4455223880597015
13590,2012-07-25,3,1,7,10,0,3,1,Sunny,0.74,0.6515,0.37,0.0,68,163,231,Fall,1.8048780487804876,1.303,0.37,0.0
13591,2012-07-25,3,1,7,11,0,3,1,Sunny,0.76,0.6667,0.33,0.0,79,202,281,Fall,1.8536585365853657,1.3334,0.33,0.0
13592,2012-07-25,3,1,7,12,0,3,1,Sunny,0.76,0.6667,0.33,0.0,77,233,310,Fall,1.8536585365853657,1.3334,0.33,0.0
