instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,season_str,temp_scaled,atemp_scaled,hum_scaled,windspeed_scaled
468,2012-04-12,2,1,4,0,4,1,Sunny,0.3975,0.387604,0.46625,0.290429,663,4746,5409,0,Summer,0.9695121951219512,0.775208,0.46625,0.4334761194029851
469,2012-04-13,2,1,4,0,5,1,Sunny,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,0,Summer,1.079268292682927,0.863616,0.40833299999999995,0.23204626865671643
470,2012-04-14,2,1,4,0,6,0,Sunny,0.495,0.487996,0.502917,0.190917,2795,4665,7460,0,Summer,1.2073170731707317,0.975992,0.502917,0.28495074626865674
471,2012-04-15,2,1,4,0,0,0,Sunny,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,0,Summer,1.4796756097560975,1.14775,0.507917,0.3360134328358209
472,2012-04-16,2,1,4,1,1,0,Sunny,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,0,Summer,1.619919512195122,1.22985,0.561667,0.4251179104477612
473,2012-04-17,2,1,4,0,2,1,Sunny,0.608333,0.598487,0.390417,0.273629,989,5702,6691,0,Summer,1.483739024390244,1.196974,0.390417,0.40840149253731345
474,2012-04-18,2,1,4,0,3,1,Cloudy,0.463333,0.457038,0.569167,0.167912,347,4020,4367,0,Summer,1.130080487804878,0.914076,0.569167,0.25061492537313435
475,2012-04-19,2,1,4,0,4,1,Sunny,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,0,Summer,1.2154463414634147,0.9860920000000001,0.6125,0.0984017910447761
476,2012-04-20,2,1,4,0,5,1,Sunny,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,0,Summer,1.2845536585365853,1.03155,0.694583,0.22368805970149255
477,2012-04-21,2,1,4,0,6,0,Sunny,0.57,0.542921,0.682917,0.283587,2541,4083,6624,0,Summer,1.3902439024390243,1.085842,0.682917,0.4232641791044776
478,2012-04-22,2,1,4,0,0,0,Rainy,0.396667,0.389504,0.835417,0.344546,120,907,1027,0,Summer,0.9674804878048779,0.779008,0.835417,0.5142477611940299
479,2012-04-23,2,1,4,0,1,1,Cloudy,0.321667,0.301125,0.766667,0.303496,195,3019,3214,0,Summer,0.7845536585365853,0.60225,0.766667,0.45297910447761197
480,2012-04-24,2,1,4,0,2,1,Sunny,0.413333,0.405283,0.454167,0.249383,518,5115,5633,0,Summer,1.008129268292683,0.8105660000000001,0.45416700000000004,0.37221343283582087
481,2012-04-25,2,1,4,0,3,1,Sunny,0.476667,0.470317,0.427917,0.118792,655,5541,6196,0,Summer,1.16260243902439,0.940634,0.427917,0.17730149253731342
482,2012-04-26,2,1,4,0,4,1,Cloudy,0.498333,0.483583,0.756667,0.176625,475,4551,5026,0,Summer,1.2154463414634147,0.9671660000000001,0.756667,0.26361940298507464
483,2012-04-27,2,1,4,0,5,1,Sunny,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,0,Summer,1.1158536585365855,0.905274,0.400833,0.518855223880597
484,2012-04-28,2,1,4,0,6,0,Cloudy,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,0,Summer,0.9186999999999999,0.755008,0.48958300000000005,0.19399253731343286
485,2012-04-29,2,1,4,0,0,0,Sunny,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,0,Summer,1.1178853658536585,0.9002420000000001,0.587083,0.17448955223880597
486,2012-04-30,2,1,4,0,1,1,Cloudy,0.464167,0.457696,0.57,0.171638,665,4907,5572,0,Summer,1.1321146341463413,0.915392,0.57,0.25617611940298507
487,2012-05-01,2,1,5,0,2,1,Cloudy,0.613333,0.577021,0.659583,0.156096,653,5087,5740,0,Summer,1.4959341463414635,1.154042,0.659583,0.23297910447761197
488,2012-05-02,2,1,5,0,3,1,Sunny,0.564167,0.537896,0.797083,0.138058,667,5502,6169,0,Summer,1.3760170731707317,1.075792,0.797083,0.20605671641791046
489,2012-05-03,2,1,5,0,4,1,Cloudy,0.56,0.537242,0.768333,0.133696,764,5657,6421,0,Summer,1.3658536585365855,1.074484,0.768333,0.19954626865671643
490,2012-05-04,2,1,5,0,5,1,Sunny,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,0,Summer,1.5304878048780486,1.181834,0.735417,0.24319104477611939
491,2012-05-05,2,1,5,0,6,0,Cloudy,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,0,Summer,1.516260975609756,1.169216,0.756667,0.22834626865671642
492,2012-05-06,2,1,5,0,0,0,Cloudy,0.5625,0.546737,0.74,0.149879,2135,4224,6359,0,Summer,1.3719512195121952,1.093474,0.74,0.22370000000000004
493,2012-05-07,2,1,5,0,1,1,Cloudy,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,0,Summer,1.3109756097560976,1.054284,0.664167,0.3443597014925373
494,2012-05-08,2,1,5,0,2,1,Cloudy,0.581667,0.557471,0.685833,0.296029,738,4990,5728,0,Summer,1.4187,1.114942,0.685833,0.4418343283582089
495,2012-05-09,2,1,5,0,3,1,Cloudy,0.575,0.553025,0.744167,0.216412,620,4097,4717,0,Summer,1.4024390243902438,1.10605,0.744167,0.3230029850746269
496,2012-05-10,2,1,5,0,4,1,Sunny,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,0,Summer,1.2337390243902437,0.9835660000000002,0.552083,0.46875074626865665
497,2012-05-11,2,1,5,0,5,1,Sunny,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,0,Summer,1.3008121951219511,1.041666,0.360417,0.35363731343283583
498,2012-05-12,2,1,5,0,6,0,Sunny,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,0,Summer,1.3760170731707317,1.089634,0.480417,0.18378059701492538
499,2012-05-13,2,1,5,0,0,0,Sunny,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,0,Summer,1.4939024390243905,1.170476,0.57625,0.33599552238805974
500,2012-05-14,2,1,5,0,1,1,Cloudy,0.573333,0.5499,0.789583,0.212692,342,2501,2843,0,Summer,1.3983731707317073,1.0998,0.7895829999999999,0.3174507462686567
501,2012-05-15,2,1,5,0,2,1,Cloudy,0.611667,0.576404,0.794583,0.147392,625,4490,5115,0,Summer,1.491870731707317,1.152808,0.794583,0.21998805970149254
502,2012-05-16,2,1,5,0,3,1,Sunny,0.636667,0.595975,0.697917,0.122512,991,6433,7424,0,Summer,1.5528463414634146,1.19195,0.697917,0.1828537313432836
503,2012-05-17,2,1,5,0,4,1,Sunny,0.593333,0.572613,0.52,0.229475,1242,6142,7384,0,Summer,1.4471536585365854,1.145226,0.52,0.3425
504,2012-05-18,2,1,5,0,5,1,Sunny,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,0,Summer,1.3760170731707317,1.102242,0.523333,0.2042044776119403
505,2012-05-19,2,1,5,0,6,0,Sunny,0.6,0.566908,0.45625,0.083975,3410,4884,8294,0,Summer,1.4634146341463414,1.133816,0.45625,0.12533582089552237
506,2012-05-20,2,1,5,0,0,0,Sunny,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,0,Summer,1.5142268292682928,1.167934,0.530417,0.37965223880597015
507,2012-05-21,2,1,5,0,1,1,Cloudy,0.598333,0.565667,0.81125,0.233204,630,3729,4359,0,Summer,1.459348780487805,1.131334,0.81125,0.34806567164179103
508,2012-05-22,2,1,5,0,2,1,Cloudy,0.615,0.580825,0.765833,0.118167,819,5254,6073,0,Summer,1.5,1.16165,0.765833,0.1763686567164179
509,2012-05-23,2,1,5,0,3,1,Cloudy,0.621667,0.584612,0.774583,0.102,766,4494,5260,0,Summer,1.516260975609756,1.169224,0.774583,0.15223880597014924
510,2012-05-24,2,1,5,0,4,1,Sunny,0.655,0.6067,0.716667,0.172896,1059,5711,6770,0,Summer,1.5975609756097562,1.2134,0.716667,0.2580537313432836
511,2012-05-25,2,1,5,0,5,1,Sunny,0.68,0.627529,0.747083,0.14055,1417,5317,6734,0,Summer,1.6585365853658538,1.255058,0.747083,0.20977611940298507
512,2012-05-26,2,1,5,0,6,0,Sunny,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,0,Summer,1.6890243902439026,1.285392,0.7325,0.2970029850746269
513,2012-05-27,2,1,5,0,0,0,Sunny,0.69,0.641425,0.697083,0.215171,3283,3308,6591,0,Summer,1.6829268292682924,1.28285,0.697083,0.3211507462686567
514,2012-05-28,2,1,5,1,1,0,Sunny,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,0,Summer,1.7378048780487807,1.3586,0.67625,0.2933149253731343
515,2012-05-29,2,1,5,0,2,1,Sunny,0.7225,0.672992,0.684583,0.2954,880,4863,5743,0,Summer,1.7621951219512197,1.345984,0.684583,0.44089552238805974
516,2012-05-30,2,1,5,0,3,1,Cloudy,0.656667,0.611129,0.67,0.134329,745,6110,6855,0,Summer,1.6016268292682927,1.222258,0.67,0.2004910447761194
517,2012-05-31,2,1,5,0,4,1,Sunny,0.68,0.631329,0.492917,0.195279,1100,6238,7338,0,Summer,1.6585365853658538,1.262658,0.492917,0.29146119402985077
518,2012-06-01,2,1,6,0,5,1,Cloudy,0.654167,0.607962,0.755417,0.237563,533,3594,4127,0,Summer,1.595529268292683,1.215924,0.755417,0.3545716417910448
519,2012-06-02,2,1,6,0,6,0,Sunny,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,0,Summer,1.4227634146341464,1.132576,0.549167,0.27845074626865673
520,2012-06-03,2,1,6,0,0,0,Sunny,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,0,Summer,1.4695121951219514,1.150266,0.4933330000000001,0.27475671641791044
521,2012-06-04,2,1,6,0,1,1,Sunny,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,0,Summer,1.457317073170732,1.156566,0.48708299999999993,0.4251238805970149
522,2012-06-05,2,1,6,0,2,1,Cloudy,0.540833,0.525892,0.613333,0.209575,968,6033,7001,0,Summer,1.3191048780487804,1.051784,0.613333,0.31279850746268656
523,2012-06-06,2,1,6,0,3,1,Sunny,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,0,Summer,1.3516268292682927,1.084584,0.61125,0.11511194029850746
524,2012-06-07,2,1,6,0,4,1,Sunny,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,0,Summer,1.4695121951219514,1.138884,0.567083,0.2348507462686567
525,2012-06-08,2,1,6,0,5,1,Sunny,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,0,Summer,1.5833341463414634,1.195724,0.46791699999999997,0.26176567164179104
526,2012-06-09,2,1,6,0,6,0,Sunny,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,0,Summer,1.7337390243902442,1.296734,0.437083,0.21535373134328356
527,2012-06-10,2,1,6,0,0,0,Sunny,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,0,Summer,1.7723585365853656,1.327034,0.538333,0.19958358208955226
528,2012-06-11,2,1,6,0,1,1,Cloudy,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,0,Summer,1.7581292682926828,1.319442,0.587917,0.31001940298507463
529,2012-06-12,2,1,6,0,2,1,Cloudy,0.653333,0.597875,0.833333,0.214546,477,4495,4972,0,Summer,1.5934951219512197,1.19575,0.833333,0.32021791044776116
530,2012-06-13,2,1,6,0,3,1,Sunny,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,0,Summer,1.5995926829268294,1.222234,0.582083,0.5123567164179105
531,2012-06-14,2,1,6,0,4,1,Sunny,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,0,Summer,1.5813000000000001,1.248766,0.569583,0.3787059701492537
532,2012-06-15,2,1,6,0,5,1,Sunny,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,0,Summer,1.5589439024390246,1.199508,0.589583,0.26360746268656715
533,2012-06-16,2,1,6,0,6,0,Sunny,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,0,Summer,1.540651219512195,1.189416,0.504167,0.24875671641791047
534,2012-06-17,2,1,6,0,0,0,Sunny,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,0,Summer,1.4451219512195124,1.14395,0.59875,0.21627462686567164
535,2012-06-18,2,1,6,0,1,1,Cloudy,0.568333,0.544842,0.777917,0.174746,653,4446,5099,0,Summer,1.3861780487804878,1.089684,0.777917,0.26081492537313433
536,2012-06-19,2,1,6,0,2,1,Sunny,0.688333,0.654692,0.69,0.148017,968,5857,6825,0,Summer,1.678860975609756,1.309384,0.69,0.22092089552238808
537,2012-06-20,2,1,6,0,3,1,Sunny,0.7825,0.720975,0.592083,0.113812,872,5339,6211,0,Summer,1.9085365853658536,1.44195,0.592083,0.1698686567164179
538,2012-06-21,3,1,6,0,4,1,Sunny,0.805833,0.752542,0.567917,0.118787,778,5127,5905,0,Fall,1.9654463414634147,1.505084,0.567917,0.17729402985074627
539,2012-06-22,3,1,6,0,5,1,Sunny,0.7775,0.724121,0.57375,0.182842,964,4859,5823,0,Fall,1.896341463414634,1.448242,0.57375,0.27289850746268657
540,2012-06-23,3,1,6,0,6,0,Sunny,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,0,Fall,1.784553658536585,1.305584,0.534583,0.26824029850746267
541,2012-06-24,3,1,6,0,0,0,Sunny,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,0,Fall,1.8130073170731706,1.348508,0.47916700000000007,0.21720149253731344
542,2012-06-25,3,1,6,0,1,1,Sunny,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,0,Fall,1.7459341463414637,1.308084,0.504167,0.44833283582089556
543,2012-06-26,3,1,6,0,2,1,Sunny,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,0,Fall,1.5386170731707318,1.189408,0.373333,0.5188686567164179
544,2012-06-27,3,1,6,0,3,1,Sunny,0.6975,0.640792,0.36,0.271775,1077,6258,7335,0,Fall,1.7012195121951221,1.281584,0.36,0.40563432835820895
545,2012-06-28,3,1,6,0,4,1,Sunny,0.749167,0.675512,0.4225,0.17165,921,5958,6879,0,Fall,1.8272365853658539,1.351024,0.4225,0.25619402985074624
546,2012-06-29,3,1,6,0,5,1,Sunny,0.834167,0.786613,0.48875,0.165417,829,4634,5463,0,Fall,2.0345536585365855,1.5732260000000002,0.48875,0.2468910447761194
547,2012-06-30,3,1,6,0,6,0,Sunny,0.765,0.687508,0.60125,0.161071,1455,4232,5687,0,Fall,1.8658536585365852,1.375016,0.60125,0.24040447761194028
548,2012-07-01,3,1,7,0,0,0,Sunny,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,0,Fall,1.9898365853658537,1.501258,0.51875,0.2515358208955224
549,2012-07-02,3,1,7,0,1,1,Sunny,0.781667,0.702038,0.447083,0.195267,904,5323,6227,0,Fall,1.9065048780487803,1.404076,0.447083,0.29144328358208954
550,2012-07-03,3,1,7,0,2,1,Sunny,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,0,Fall,1.904470731707317,1.4053,0.492083,0.18841343283582088
551,2012-07-04,3,1,7,1,3,0,Sunny,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,0,Fall,1.9247975609756096,1.464674,0.53875,0.2014179104477612
552,2012-07-05,3,1,7,0,4,1,Sunny,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,0,Fall,2.0182926829268295,1.522734,0.457917,0.28959552238805975
553,2012-07-06,3,1,7,0,5,1,Sunny,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,0,Fall,2.0203243902439025,1.505066,0.450833,0.2181223880597015
554,2012-07-07,3,1,7,0,6,0,Sunny,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,0,Fall,2.1016268292682923,1.609826,0.492083,0.24411044776119403
555,2012-07-08,3,1,7,0,0,0,Sunny,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,0,Fall,2.00609756097561,1.580792,0.57375,0.18750597014925371
556,2012-07-09,3,1,7,0,1,1,Cloudy,0.710833,0.654054,0.683333,0.180975,998,5571,6569,0,Fall,1.7337390243902442,1.308108,0.683333,0.2701119402985075
557,2012-07-10,3,1,7,0,2,1,Cloudy,0.720833,0.664796,0.6675,0.151737,954,5336,6290,0,Fall,1.7581292682926828,1.329592,0.6675,0.22647313432835825
558,2012-07-11,3,1,7,0,3,1,Sunny,0.716667,0.650271,0.633333,0.151733,975,6289,7264,0,Fall,1.747968292682927,1.300542,0.633333,0.2264671641791045
559,2012-07-12,3,1,7,0,4,1,Sunny,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,0,Fall,1.7459341463414637,1.309366,0.529583,0.21906716417910446
560,2012-07-13,3,1,7,0,5,1,Cloudy,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,0,Fall,1.784553658536585,1.335866,0.485833,0.12067164179104478
561,2012-07-14,3,1,7,0,6,0,Cloudy,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,0,Fall,1.7154463414634145,1.332084,0.699167,0.2144462686567164
562,2012-07-15,3,1,7,0,0,0,Sunny,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,0,Fall,1.8191048780487804,1.410392,0.717917,0.24875671641791047
563,2012-07-16,3,1,7,0,1,1,Sunny,0.763333,0.724125,0.645,0.164187,1088,5742,6830,0,Fall,1.8617878048780487,1.44825,0.645,0.24505522388059703
564,2012-07-17,3,1,7,0,2,1,Sunny,0.818333,0.755683,0.505833,0.114429,921,5865,6786,0,Fall,1.9959341463414635,1.511366,0.505833,0.170789552238806
565,2012-07-18,3,1,7,0,3,1,Sunny,0.793333,0.745583,0.577083,0.137442,799,4914,5713,0,Fall,1.9349585365853659,1.491166,0.577083,0.20513731343283584
566,2012-07-19,3,1,7,0,4,1,Sunny,0.77,0.714642,0.600417,0.165429,888,5703,6591,0,Fall,1.8780487804878048,1.429284,0.600417,0.24690895522388057
567,2012-07-20,3,1,7,0,5,1,Cloudy,0.665833,0.613025,0.844167,0.208967,747,5123,5870,0,Fall,1.6239829268292685,1.22605,0.844167,0.31189104477611945
568,2012-07-21,3,1,7,0,6,0,Rainy,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,0,Fall,1.4532512195121952,1.099824,0.8654169999999999,0.3183582089552239
569,2012-07-22,3,1,7,0,0,0,Cloudy,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,0,Fall,1.628048780487805,1.24625,0.7625,0.1401802985074627
570,2012-07-23,3,1,7,0,1,1,Sunny,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,0,Fall,1.8089439024390241,1.380034,0.694167,0.206989552238806
571,2012-07-24,3,1,7,0,2,1,Sunny,0.750833,0.70645,0.655,0.211454,1140,6452,7592,0,Fall,1.8313,1.4129,0.655,0.31560298507462686
572,2012-07-25,3,1,7,0,3,1,Sunny,0.724167,0.654054,0.45,0.1648,1383,6790,8173,0,Fall,1.7662609756097563,1.308108,0.45000000000000007,0.24597014925373134
573,2012-07-26,3,1,7,0,4,1,Sunny,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,0,Fall,1.8943097560975608,1.478526,0.596667,0.42509402985074624
574,2012-07-27,3,1,7,0,5,1,Sunny,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,0,Fall,1.9065048780487803,1.468434,0.594583,0.22834626865671642
575,2012-07-28,3,1,7,0,6,0,Sunny,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,0,Fall,1.8434951219512195,1.395208,0.613333,0.2348507462686567
576,2012-07-29,3,1,7,0,0,0,Sunny,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,0,Fall,1.760163414634146,1.335866,0.62375,0.2543223880597015
577,2012-07-30,3,1,7,0,1,1,Sunny,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,0,Fall,1.7825195121951218,1.369974,0.66875,0.22927910447761196
578,2012-07-31,3,1,7,0,2,1,Sunny,0.713333,0.662896,0.704167,0.165425,968,6248,7216,0,Fall,1.7398365853658535,1.325792,0.704167,0.24690298507462682
579,2012-08-01,3,1,8,0,3,1,Sunny,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,0,Fall,1.7500000000000002,1.334616,0.6775,0.21071492537313433
580,2012-08-02,3,1,8,0,4,1,Sunny,0.7525,0.707088,0.659583,0.129354,983,6278,7261,0,Fall,1.8353658536585364,1.414176,0.659583,0.19306567164179106
581,2012-08-03,3,1,8,0,5,1,Cloudy,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,0,Fall,1.8678853658536585,1.445734,0.6425,0.3220776119402985
582,2012-08-04,3,1,8,0,6,0,Sunny,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,0,Fall,1.9349585365853659,1.502534,0.613333,0.3842656716417911
583,2012-08-05,3,1,8,0,0,0,Sunny,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,0,Fall,1.876017073170732,1.462158,0.6525,0.4334641791044776
584,2012-08-06,3,1,8,0,1,1,Cloudy,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,0,Fall,1.8353658536585364,1.420492,0.654167,0.19306567164179106
585,2012-08-07,3,1,8,0,2,1,Cloudy,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,0,Fall,1.7947146341463414,1.395242,0.70375,0.17448955223880597
586,2012-08-08,3,1,8,0,3,1,Cloudy,0.75,0.707717,0.672917,0.1107,1263,6271,7534,0,Fall,1.8292682926829267,1.415434,0.672917,0.16522388059701495
587,2012-08-09,3,1,8,0,4,1,Sunny,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,0,Fall,1.8434951219512195,1.399016,0.620417,0.23298507462686568
588,2012-08-10,3,1,8,0,5,1,Cloudy,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,0,Fall,1.7459341463414637,1.335884,0.715833,0.35643731343283586
589,2012-08-11,3,1,8,0,6,0,Cloudy,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,0,Fall,1.6890243902439026,1.276534,0.732917,0.30817761194029847
590,2012-08-12,3,1,8,0,0,0,Sunny,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,0,Fall,1.7093487804878051,1.289158,0.530417,0.1828537313432836
591,2012-08-13,3,1,8,0,1,1,Sunny,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,0,Fall,1.7581292682926828,1.324508,0.545417,0.20330149253731342
592,2012-08-14,3,1,8,0,2,1,Sunny,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,0,Fall,1.7723585365853656,1.353558,0.686667,0.2524746268656716
593,2012-08-15,3,1,8,0,3,1,Sunny,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,0,Fall,1.723578048780488,1.308074,0.619583,0.253389552238806
594,2012-08-16,3,1,8,0,4,1,Sunny,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,0,Fall,1.7540658536585367,1.309376,0.519167,0.21163582089552238
595,2012-08-17,3,1,8,0,5,1,Sunny,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,0,Fall,1.7642268292682926,0.4848,0.570833,0.3453044776119403
596,2012-08-18,3,1,8,0,6,0,Sunny,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,0,Fall,1.6544707317073168,1.236142,0.603333,0.26547313432835823
597,2012-08-19,3,1,8,0,0,0,Cloudy,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,0,Fall,1.5508121951219513,1.207108,0.711667,0.12902985074626866
598,2012-08-20,3,1,8,0,1,1,Cloudy,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,0,Fall,1.5508121951219513,1.191934,0.734167,0.1939985074626866
599,2012-08-21,3,1,8,0,2,1,Sunny,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,0,Fall,1.5833341463414634,1.20205,0.67375,0.1086131343283582
600,2012-08-22,3,1,8,0,3,1,Sunny,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,0,Fall,1.628048780487805,1.243708,0.677083,0.10490044776119403
601,2012-08-23,3,1,8,0,4,1,Sunny,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,0,Fall,1.6971536585365856,1.274016,0.635833,0.1262623880597015
602,2012-08-24,3,1,8,0,5,1,Cloudy,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,0,Fall,1.7134146341463417,1.2942,0.615,0.10768029850746269
603,2012-08-25,3,1,8,0,6,0,Cloudy,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,0,Fall,1.6138219512195122,1.237392,0.712917,0.3647880597014925
604,2012-08-26,3,1,8,0,0,0,Cloudy,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,0,Fall,1.5934951219512197,1.191992,0.8458330000000001,0.341579104477612
605,2012-08-27,3,1,8,0,1,1,Sunny,0.703333,0.654688,0.730417,0.128733,989,5928,6917,0,Fall,1.7154463414634145,1.309376,0.730417,0.19213880597014923
606,2012-08-28,3,1,8,0,2,1,Sunny,0.728333,0.66605,0.62,0.190925,935,6105,7040,0,Fall,1.776421951219512,1.3321,0.62,0.2849626865671642
607,2012-08-29,3,1,8,0,3,1,Sunny,0.685,0.635733,0.552083,0.112562,1177,6520,7697,0,Fall,1.6707317073170733,1.271466,0.552083,0.16800298507462685
608,2012-08-30,3,1,8,0,4,1,Sunny,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,0,Fall,1.723578048780488,1.305558,0.590417,0.11509955223880595
609,2012-08-31,3,1,8,0,5,1,Sunny,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,0,Fall,1.8638219512195124,1.3788,0.5875,0.2515417910447761
610,2012-09-01,3,1,9,0,6,0,Cloudy,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,0,Fall,1.8373975609756097,1.405308,0.638333,0.16893582089552237
611,2012-09-02,3,1,9,0,0,0,Cloudy,0.696667,0.649,0.815,0.0640708,2613,3197,5810,0,Fall,1.6991878048780489,1.298,0.815,0.09562805970149253
612,2012-09-03,3,1,9,1,1,0,Sunny,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,0,Fall,1.7256097560975612,1.323258,0.790833,0.22555373134328358
613,2012-09-04,3,1,9,0,2,1,Sunny,0.725833,0.686888,0.755,0.236321,867,5997,6864,0,Fall,1.7703243902439023,1.373776,0.755,0.3527179104477612
614,2012-09-05,3,1,9,0,3,1,Sunny,0.736667,0.708983,0.74125,0.187808,832,6280,7112,0,Fall,1.7967487804878046,1.417966,0.74125,0.280310447761194
615,2012-09-06,3,1,9,0,4,1,Cloudy,0.696667,0.655329,0.810417,0.142421,611,5592,6203,0,Fall,1.6991878048780489,1.310658,0.810417,0.2125686567164179
616,2012-09-07,3,1,9,0,5,1,Sunny,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,0,Fall,1.7154463414634145,1.314408,0.73625,0.2561880597014925
617,2012-09-08,3,1,9,0,6,0,Cloudy,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,0,Fall,1.6077243902439025,1.222242,0.799167,0.41955820895522394
618,2012-09-09,3,1,9,0,0,0,Sunny,0.61,0.578925,0.5475,0.224496,2570,5657,8227,0,Fall,1.4878048780487805,1.15785,0.5475,0.33506865671641795
619,2012-09-10,3,1,9,0,1,1,Sunny,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,0,Fall,1.4227634146341464,1.131308,0.50375,0.38613880597014927
620,2012-09-11,3,1,9,0,2,1,Sunny,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,0,Fall,1.4085365853658538,1.108584,0.52,0.13739432835820894
621,2012-09-12,3,1,9,0,3,1,Sunny,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,0,Fall,1.4613829268292684,1.14015,0.577083,0.19678507462686565
622,2012-09-13,3,1,9,0,4,1,Sunny,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,0,Fall,1.4939024390243905,1.159116,0.637083,0.12346388059701492
623,2012-09-14,3,1,9,0,5,1,Sunny,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,0,Fall,1.5447146341463416,1.188166,0.6725,0.1550194029850746
